Name,DiscRef,r_SpT,r_radius,r_log_g,r_Teff,r_Mass,r_D_Trig,r_pm,r_SDSS,r_PanSTARRS_y,JHKRef,MKORef,r_Peculiarities,r_Member,r_Gaia-G,r_RV,Polarization Ref,r_IRAC3p6,r_IRAC4p5,r_MKO-Y,r_Variable,r_Variable_period,r_IRAC5p8,r_IRAC8,r_MKO-L
J0800+1908,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0801+4628,Kirkpatrick2000,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0801+4806,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J0802+3321,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0803+1238,Zhang2009,Zhang2009,,,,,,Zhang2009,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0803+0827,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J0805+4925,Schmidt2010,Schmidt2010,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0805+4812,Hawley2002,Hawley2002,,,,,Dupuy2012,GagneBDs,PS1,PS1,2MASS,,Burgasser2007b ; Dupuy2012,,,,,,,,,,,,
J0805+5113,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0805+2505B,Gagne2015c,Gagne2015c,,,,,,HSOY,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,HSOY,,,,,,,,,,
WD 0806-661B,Leggett2017,Leggett2017,,,,,,,,,,Leggett2017,,,,,,,,Leggett2017,,,,,
J0807+4130,Thompson2013,Thompson2013,,,,,,GagneBDs,PS1,PS1,2MASS,,Thompson2013,,,,,,,,,,,,
J0808+4107,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0809+2126,Burningham2013,Burningham2013,,,,,,,PS1,PS1,,Burningham2013,,,,,,,,Burningham2013,,,,,
08095903+4434216,Knapp2004,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,PS1,PS1,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
J0811+2529,Burningham2013,Burningham2013,,,,,,,PS1,PS1,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0811-8051,Mace2013,Mace2013,,,,,,,,,,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
J0812+4021,Mace2013,Mace2013,,,,,,,PS1,,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J0812-2444,Phan-Bao2008,Phan-Bao2008,,,,,Dieterich2014,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J08125319+3721048,Robert2016,Robert2016,,,,,,HSOY,PS1,PS1,2MASS,,Robert2016,,HSOY,Schmidt2010,,,,,,,,,
J0813+3228,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
WISEA J081322.19-152203.2,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,2MASS,,Schneider2017,Schneider2017,,,,,,,,,,,
J0814+2452,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,Burningham2013,,,,,,,Burningham2013,,,,,
J0814+0253,Gagne2015c,Gagne2015c,,,,,,HSOY,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,HSOY,,,,,,,,,,
SDSS J081506.29+652158.4,Theissen2017,,,,Theissen2017,,,HSOY,PS1,PS1,2MASS,,,,HSOY,,,,,,,,,,
J0815+2711,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,Burningham2013,,,,,,,Burningham2013,,,,,
J0815+4524,Hawley2002,Hawley2002,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,West2008;Schmidt2010,,,,,,,,,
J0816+3445,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
0817-6155,Artigau2010,Artigau2010,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Artigau2010,Artigau2010,,,2MASS,,,,,,,,,,Radigan2014a,Radigan2014a,,,
J0817+3936,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0817+1947,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,Schmidt2010;West2008,,,,,,,,,
J0817+1824,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J0818+5829,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0818+3310,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J0818+2453,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0819+2103,Burningham2013,Burningham2013,,,,,,,PS1,PS1,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0819-0450,Gagne2015c,Gagne2015c,,,,,,,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J0819+0733,Burningham2010b,Burningham2010b,,,,,,,PS1,PS1,,Burningham2010b,Burningham2010b,,,,,,,Burningham2010b,,,,,
J0819-0335,Kirkpatrick2011,Kirkpatrick2011,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J0820-6622,Luhman2014a,Luhman2014a,,,,,,GagneBDs,,,2MASS,,,,,,,,,,,,,,
J0820+4500,Kirkpatrick2000,Kirkpatrick2000,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0820+1037,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0820-7514,Gagne2015c,Gagne2015c,,Gagne2015c,Gagne2015c,,,,,,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J0821+3336,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,Schmidt2010;West2008,,,,,,,,,
J0821+1443,Kirkpatrick2011,Kirkpatrick2011,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J0821+2509,Burningham2013,Burningham2013,,,,,,,,PS1,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0823-4912,Phan-Bao2008,Phan-Bao2008,,,,,,Phan-Bao2008,,,2MASS,,,,,,,,,,,,,,
J0823+6125,Reid2008,Reid2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0823+0024,Pinfield2008,Pinfield2008,,,,,,,PS1,,,Pinfield2008,,,,,,,,Pinfield2008,,,,,
J0823+1549,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J0823+2428,Reid2008,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
WISEA J082507.37+280548.2,Leggett2017,Leggett2017,,,,,Leggett2017,Leggett2017,PS1,,,Leggett2017,,,,,,,,Leggett2017,,,,,
0825+2115,Kirkpatrick2000,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Dahn2002,Dahn2002,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0825+3100,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0825-0029,Gagne2015c,Gagne2015c,,Gagne2015c,Gagne2015c,,,,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,Gaia1,,,,,,,,,,
J082615.07-495354.8,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
WISEA J082624.09-601202.8,Schneider2017,Schneider2017,,,,,,Schneider2017,,,Schneider2017,,,,,,,,,,,,,,
J0826-1640,Kirkpatrick2014,Kirkpatrick2016,,,,,,GagneBDs,PS1,,2MASS,,,,,,,,,,,,,,
J0826+1939,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,Gaia1,West2008,,,,,,,,,
J0827-0204,Lodieu2007,Lodieu2007,,,,,Marocco2010a,,PS1,PS1,,Lodieu2007,,,,,,,,Lodieu2007,,,,,
J0828-1309,Scholz2002,Lodieu2005,,,,,Dieterich2014,Phan-Bao2008,PS1,PS1,2MASS,,,,,Blake2010,Miles-Paez2013,,,,,,,,
J0829+1456,Kirkpatrick2000,Kirkpatrick2000,,,,,,GagneBDs,SDSS9,,2MASS,,,,,Schmidt2010,,,,,,,,,
J0829+3439,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
0829+2646,Gliese1979,SkiffBMK,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J127.4696+10.5777,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J0829+2655,Kirkpatrick2000,Kirkpatrick2000,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
0830+0128,Geballe2002,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Vrba2004,Vrba2004,PS1,,2MASS,,,,,,,,,,,,,,
0830+0947,Luyten1979a,SkiffBMK,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
0830+4828,Knapp2004,Burgasser2006,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Faherty2012,Dupuy2012,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0831+1538,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0832-0128,Kirkpatrick2000,Kirkpatrick2000,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Guenther2003,,,,,,,,,
J0833+0052,Pinfield2013,Pinfield2013,,,,,,Pinfield2013,PS1,PS1,,,,,,,,Pinfield2013,Pinfield2013,,,,,,
J0834+0719,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J0835+1953,Chiu2006,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
0835-0819,Cruz2003,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Andrei2010,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,Radigan2014b,,,,
J0835+2224,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008;Schmidt2010,,,,,,,,,
J0835+0548,Reid2008,Reid2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J0836+4503,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J0836+4949,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
J0836-1859,Kirkpatrick2011,Kirkpatrick2011,,,,,,,PS1,,2MASS,,Kirkpatrick2011,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J0836+0526,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J0836+1835,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0837-0000,Leggett2000,Kirkpatrick2008,,,,,Vrba2004,Vrba2004,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0837+0816,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,Gaia1,West2008;Schmidt2010,,,,,,,,,
J0837+1617,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0837-0041,Pinfield2008,Pinfield2008,,,,,,,PS1,PS1,,Pinfield2008,,,,,,,,Pinfield2008,,,,,
J0837+1957,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0838+1511,Radigan2013,Radigan2013,,,,,,Radigan2013,PS1,PS1,2MASS,,Radigan2013,,,,,,,,,,,,
J0839+4339,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008,,,,,,,,,
J0840+4517,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010;West2008,,,,,,,,,
J0840+5430,Zhang2009,Zhang2009,,,,,,Zhang2009,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0840+1434,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0840+0759,Burningham2010b,Burningham2010b,,,,,,,PS1,,,Burningham2010b,,,,,,,,Burningham2010b,,,,,
J0841+6035,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0841+0058,Schmidt2010,Schmidt2010,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0842+0936,Burningham2010b,Burningham2010b,,,,,,,PS1,,,Burningham2010b,,,,,,,,Burningham2010b,,,,,
J084254.56-061023.7,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0843+3141,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008;Schmidt2010,,,,,,,,,
J0843+1024,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0844+2847,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010,,,,,,,,,
J0844+4036,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0845+2148,Boudreault2013,Boudreault2013,,,,,,Boudreault2013,PS1,PS1,,Lawrence2012,Boudreault2013,Boudreault2013,,,,,,Lawrence2012,,,,,
J0845+3605,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
0847-1532,Cruz2003,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Dieterich2014,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0847+0350,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0847+0138,Zhang2009,Zhang2009,,,,,,Zhang2009,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0847+2607,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008,,,,,,,,,
J084903.52-511850.3,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J0849+5916,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0850+1057,Kirkpatrick1999,Gagne2015c,,Gagne2015c,Gagne2015c,,Dupuy2012,Dahn2002,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J085039.11-022154.3,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0851+1817,Chiu2006,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
2MASS J08511977+1043470,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,Robert2016,Robert2016,,,,,,,,,,,,
J0851+0053,Burningham2010b,Burningham2010b,,,,,,,PS1,,,Burningham2010b,,,,,,,,Burningham2010b,,,,,
J0852+0940,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,West2008,,,West2008;Schmidt2010,,,,,,,,,
J0852+5139,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J0852+4720,Knapp2004,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
0853-0329,,SkiffBMK,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0853+0006,Burningham2010b,Burningham2010b,,,,,,,PS1,PS1,,Burningham2010b,Burningham2010b,,,,,,,Burningham2010b,,,,,
J0853+2233,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
WISE J085510.83-071442.5,Leggett2017,Leggett2017,,,,,,,PS1,PS1,,Leggett2017,,,,,,,,Leggett2017,,,,,
J0855-0714,Luhman2014b,Luhman2014b,,,,,Wright2014,HSOY,PS1,PS1,2MASS,Faherty2014,,,HSOY,,,Luhman2014b,Luhman2014b,Beamin2014,,,,,
J0855-0233,Best2015,Kirkpatrick2016,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J133.8302+06.0160,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0856+1240,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0856-1342,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,PS1,PS1,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
J085633.87-181546.6,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0856+2235,Cruz2003,Cruz2003,,,,,Dupuy2012,GagneBDs,PS1,PS1,2MASS,,Bouy2003,,,,,,,,,,,,
J0857+0913,Burningham2010b,Burningham2010b,,,,,,,PS1,,,Burningham2010b,,,,,,,,Burningham2010b,,,,,
J0857+5604,Kirkpatrick2011,Kirkpatrick2011,,,,,,,PS1,,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J0857+5708,Geballe2002,Gagne2015c,,Gagne2015c,Gagne2015c,,,Faherty2016,SDSS9,,2MASS,,Faherty2016,Gagne2015c,,Schmidt2010,,,,,,,,,
2MASS J08580549+2214582,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0858+3256,Chiu2006,Gagne2015c,,Gagne2015c,Gagne2015c,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J08583693+2710518,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,Robert2016,,,Schmidt2010;West2008,,,,,,,,,
J0858+1804,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0859+1010,Pinfield2008,Pinfield2008,,,,,,,PS1,,,Pinfield2008,,,,,,,,,,,,,
J0859-1949,Cruz2003,Cruz2003,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Faherty2012,Dupuy2012,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0859+6341,Reid2008,Reid2008,,,,,,GagneBDs,SDSS9,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0859+2922,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008;Schmidt2010,,,,,,,,,
J135.0395+32.0845,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0900+2539,Zhang2009,Zhang2009,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0900+4226,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
ULAS J090116.23-030635.0,Lodieu2007,Leggett2017,,,,,Marocco2010a,,PS1,,,Lodieu2007,,,,,,Leggett2017,Leggett2017,Lodieu2007,,,,,
J0901+1740,Albert2011,Albert2011,,,,,,Albert2011,PS1,PS1,,,,,,,,,,,,,,,
WISEA J090258.99+670833.1,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,Schneider2017,,Schneider2017,,,,,,,,,,,,
J135.7840+16.9932,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0903+0114,Zhang2009,Zhang2009,,,,,,Zhang2009,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0904+1653,Albert2011,Albert2011,,,,,,Albert2011,PS1,,,,,,,,,,,,,,,,
J136.3401+10.1151,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J0905+1954,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0905+5623,Reid2008,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J136.5494-06.1944,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0906+4735,Kirkpatrick2011,Kirkpatrick2011,,,,,,,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J0907+4509,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008,,,,,,,,,
J0908+5032,Cruz2003,Gagne2015c,,Gagne2015c,Gagne2015c,,,Jameson2008,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0909+6525,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,Burgasser2010a,,,,,,,,,,,,
J0909+1940,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0909-0658,Delfosse1999,Kirkpatrick2008,,,,,Andrei2010,Dupuy2012,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0911+7401,Reid2008,Reid2008,,,,,,Schmidt2007,PS1,PS1,2MASS,,,,,Blake2010,,,,,,,,,
J0911+3206,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010;West2008,,,,,,,,,
J0912+4203,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,West2008;Schmidt2010,,,,,,,,,
0912+1459,Wilson2001,Wilson2001,,,,,VanLeeuwen2007,Perryman1997,PS1,,2MASS,,Burgasser2005,,,,,,,,,,,,
J0913+1841,Kirkpatrick1999,Kirkpatrick1999,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
SDSS J091441.22+180944.6,Theissen2017,,,,Theissen2017,,,Theissen2017,PS1,PS1,2MASS,,,,,,,,,,,,,,
J091442.46-205234.3,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J0915+3831,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010;West2008,,,,,,,,,
J0915+0422,Reid2008,Gagne2015c,,Gagne2015c,Gagne2015c,,,Schmidt2007,PS1,PS1,2MASS,,Reid2006,,,,,,,,,,,,
2MASS J09155650+0514212,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0916+2139,Bardalez-Gagliuffi2014,Bardalez-Gagliuffi2014,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0916+1057,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0917+3148,Zhang2009,Zhang2009,,,,,,Zhang2009,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0917+2944,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,Schmidt2010;West2008,,,,,,,,,
J0917+6028,Geibetaler2011,Geibetaler2011,,,,,,GagneBDs,PS1,PS1,2MASS,,Geibetaler2011,,,,,,,,,,,,
J0918+2134,Kirkpatrick1999,Kirkpatrick1999,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
0920+3517,Kirkpatrick2000,Kirkpatrick2000,,,,,Dupuy2012,GagneBDs,PS1,PS1,2MASS,,Burgasser2006 ; Reid2001,,,,,,,,,,,,
J0920+2651,West2008,West2008,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008;Schmidt2010,,,,,,,,,
J092044.37-473926.7,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J140.2308+45.6487,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,Best2013,Mace2013,,,,,,,,,,,,
J0921-2104,Reid2008,Reid2008,,,,,,GagneBDs,PS1,PS1,2MASS,,Burgasser2008b,,,,,,,,,,,,
2MASS J09213274-1534290,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,Robert2016,Robert2016,,,,,,,,,,,,
J092142.02+431427.1,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J0921+0842,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0922-8010,Reid2008,Reid2008,,,,,,GagneBDs,,,2MASS,,,,,,,,,,,,,,
J0922+1527,Albert2011,Albert2011,,,,,,Albert2011,PS1,PS1,,,,,,,,,,,,,,,
J0923+0528,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0923+2340,Schmidt2010,Schmidt2010,,,,,,GagneBDs,SDSS9,,2MASS,,,,,,,,,,,,,,
J0925+2835,Schmidt2010,Schmidt2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,Schmidt2010,,,,,,,,,
J0926+0835,Burningham2010b,Burningham2010b,,,,,,,PS1,,,Burningham2010b,,,,,,,,Burningham2010b,,,,,
J0926+0402,Burningham2013,Burningham2013,,,,,,,PS1,PS1,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0926+5847,Geballe2002,Burgasser2006b ; Carson2011,,,,,Dupuy2012,Burgasser2003a,PS1,PS1,2MASS,,Burgasser2006,,,,,,,,,,,,
J0926+0711,Burningham2010b,Burningham2010b,,,,,,,PS1,PS1,,Burningham2010b,,,,,,,,Burningham2010b,,,,,
J0927+3413,Burningham2013,Burningham2013,,,,,,,PS1,,,Burningham2013,,,,,,,,Burningham2013,,,,,
J0927+6027,Hawley2002,Hawley2002,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,West2008;Schmidt2010,,,,,,,,,
J0928-1603,Kirkpatrick2000,Kirkpatrick2000,,,,,Marocco2013,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J0929+0409,Kirkpatrick2011,Kirkpatrick2011,,,,,,,PS1,PS1,2MASS,Burningham2013,,,,,,Kirkpatrick2011,Kirkpatrick2011,Burningham2013,,,,,
